date,day,user_id,action,reward,penalty,observed,sleep_hours,activity_min,diet_fv_g,abstain,stress_level,water_glasses,screen_time_hours,social_minutes,mindfulness_min,eco_anxiety,air_quality_index,noise_db,light_pollution_lux,heatwave,flood,sleep,activity,diet,habit,water,mental_health,screen,social,eco_safe,air_quality,noise,light,heatwave_safe,flood_safe
2023-01-01,1,0,sleep_early,10.5502650413443,16.2,-5.244135392692035,6.791871379457492,0,133,0,5.425120268939758,2,3.2780388646456013,17,0,1.7154832891296465,36,36.083953421568,7.32295637097146,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1
2023-01-01,1,1,eat_veg_400,11.381590529170854,16.2,-5.057694339813888,6.434467366170519,0,426,0,4.84572077445573,2,2.648418089119014,8,0,4.605919952303379,36,36.083953421568,7.32295637097146,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1
2023-01-01,1,2,walk_30,10.56054155970636,16.7,-6.720284274049883,5.638805180634051,33,133,0,5.813990952574919,2,3.5620252479885783,10,0,2.5431785280060524,36,36.083953421568,7.32295637097146,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1
2023-01-01,1,3,no_tobacco_alcohol,9.509448457168132,18.7,-11.187985746980564,6.366064309751965,3,93,1,5.647791665790068,2,5.643601221532887,6,0,5.259826080255615,36,36.083953421568,7.32295637097146,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1
2023-01-01,1,4,meditate_10,8.572118278591029,20.2,-14.754997334144665,6.663146919876975,2,60,0,5.83043128145566,2,2.204228407307641,2,0,3.3182593120101935,36,36.083953421568,7.32295637097146,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
2023-01-01,1,5,eat_veg_400,7.313649191421094,22.7,-12.933863873742961,6.459058969504482,1,2,0,5.151079486277556,2,2.5177752961292215,21,0,1.7330776785734263,36,36.083953421568,7.32295637097146,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
2023-01-01,1,6,drink_water_8,9.438134065777456,19.2,-9.12631884292696,5.944949872894179,2,113,0,5.045942029230666,2,4.959758482678422,13,0,4.589830539854769,36,36.083953421568,7.32295637097146,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1
2023-01-01,1,7,digital_detox_30,6.549040410206181,23.7,-11.831122726183667,6.612521564795321,3,24,0,5.330988952210203,2,2.467763613538548,10,0,3.2580891156254688,36,36.083953421568,7.32295637097146,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
2023-01-01,1,8,social_15,8.566079737486852,20.2,-10.747258504442073,6.8255865765051285,3,42,0,5.293867151377282,2,3.683936490497069,19,0,3.3523012157707157,36,36.083953421568,7.32295637097146,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
2023-01-01,1,9,sleep_early,12.5566499997653,14.2,-1.8154184486397267,7.161201366042173,0,86,0,4.570945557016627,0,1.3918692275133484,19,0,2.423775196909593,36,36.083953421568,7.32295637097146,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1
2023-01-01,1,10,walk_30,8.604518024174869,20.2,-12.435497511787064,6.142168991384064,0,98,0,4.735301082243722,2,3.4721259491459504,3,0,4.045220712391453,36,36.083953421568,7.32295637097146,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
2023-01-01,1,11,no_tobacco_alcohol,11.651154230408794,14.2,-2.7598155490679552,6.640581982170476,3,54,1,4.34238519666968,2,4.901966019729133,28,0,2.520539045911637,36,36.083953421568,7.32295637097146,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1
2023-01-01,1,12,sleep_early,11.11741629522603,16.2,-4.309663563247976,8.56236357424915,0,46,0,4.397036190401019,1,4.125792702278924,13,0,2.3129294646431893,36,36.083953421568,7.32295637097146,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1
2023-01-01,1,13,drink_water_8,9.55,18.7,-8.924980281269825,6.283939694513067,0,66,0,5.191432455503526,10,4.7745024329925165,12,0,3.127206087263149,36,36.083953421568,7.32295637097146,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1
2023-01-01,1,14,no_tobacco_alcohol,11.603851515779159,15.2,-2.286396489232178,6.473115393931473,0,25,1,5.798486056532484,2,3.595940680610579,13,0,3.4043367325574074,36,36.083953421568,7.32295637097146,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1
2023-01-01,1,15,sleep_early,11.868396559447815,15.2,-4.2186688483203145,7.109151143445792,3,157,0,4.609039350788212,2,4.290134090053987,25,0,1.6254103181559416,36,36.083953421568,7.32295637097146,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1
2023-01-01,1,16,meditate_10,8.637395068214815,20.2,-11.945815430821265,6.2604146889258585,5,65,0,4.915604400354547,2,4.485616492573401,4,0,1.535975452652648,36,36.083953421568,7.32295637097146,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
2023-01-01,1,17,no_tobacco_alcohol,9.472743748894462,18.7,-11.380214099384707,6.87109813984612,0,32,1,6.690448799914892,2,2.185720996025142,0,0,2.858824621596464,36,36.083953421568,7.32295637097146,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1
2023-01-01,1,18,no_tobacco_alcohol,11.5571646174643,15.2,-3.9283358046501715,6.793596515882876,0,19,1,5.972350969836526,2,4.859993095339302,7,0,2.037270663903843,36,36.083953421568,7.32295637097146,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1
2023-01-01,1,19,social_15,8.57749180529284,20.2,-9.24627445752681,6.134624403608422,0,0,0,3.9648124076448235,2,3.1804112521596406,3,0,3.9532501092742773,36,36.083953421568,7.32295637097146,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
2023-01-01,1,20,sleep_early,8.86902063934198,19.2,-10.87506936262436,6.5284621120267525,0,69,0,5.274925718639953,2,3.699895261339081,16,0,3.232709713858285,36,36.083953421568,7.32295637097146,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1
2023-01-01,1,21,digital_detox_30,8.58160882846014,20.2,-13.966497709038816,6.258188095353706,0,81,0,4.850180619951668,2,1.6552563107333818,5,0,4.408366354267508,36,36.083953421568,7.32295637097146,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
2023-01-01,1,22,walk_30,6.5455747995636235,23.7,-12.969133505912733,5.772588435724264,1,33,0,3.741607194674807,2,5.342693349884722,0,0,2.676954861812847,36,36.083953421568,7.32295637097146,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
2023-01-01,1,23,drink_water_8,5.882176539414925,25.2,-17.57933071323406,6.812405995604525,0,81,0,6.920232929187653,1,0.528312191246425,12,0,5.316071656684197,36,36.083953421568,7.32295637097146,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
2023-01-01,1,24,eat_veg_400,8.595424659413938,20.2,-14.044175373895147,6.8820147264247815,3,169,0,4.4200362034702865,2,5.017190932642939,0,0,3.26829947897516,36,36.083953421568,7.32295637097146,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
2023-01-02,2,0,no_tobacco_alcohol,6.524098628471726,22.7,-18.468849849431578,6.742569879057528,0,12,0,5.6971353171933945,1,3.4684796237828097,18,0,1.4371083486715885,29,39.64265807773592,5.479150476790307,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
2023-01-02,2,1,sleep_early,10.580325641555342,17.2,-7.612117277694569,6.433676335258905,0,306,0,5.229187970345681,0,3.7366610470589268,0,0,4.697865068049032,29,39.64265807773592,5.479150476790307,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1
